Time[s], Channel 0
-0.100000000000000, 0
0.000000000000000, 1
0.002035000000000, 0
0.004000000000000, 1
0.005940000000000, 0
0.007905000000000, 1
0.009850000000000, 0
0.013765000000000, 1
0.015710000000000, 0
0.017675000000000, 1
0.019610000000000, 0
0.023530000000000, 1
0.025475000000000, 0
0.029395000000000, 1
0.031330000000000, 0
0.035255000000000, 1
0.037190000000000, 0
0.041120000000000, 1
0.043055000000000, 0
0.046975000000000, 1
0.048915000000000, 0
0.052835000000000, 1
0.054770000000000, 0
0.056740000000000, 1
0.058680000000000, 0
0.060650000000000, 1
0.062590000000000, 0
0.064560000000000, 1
0.066495000000000, 0
0.068475000000000, 1
0.070395000000000, 0
0.074320000000000, 1
0.076260000000000, 0
0.078225000000000, 1
0.080170000000000, 0
0.082135000000000, 1
0.084070000000000, 0
0.086040000000000, 1
0.087980000000000, 0
0.091905000000000, 1
0.093845000000000, 0
0.095810000000000, 1
0.097745000000000, 0
0.099710000000000, 1
0.101655000000000, 0
0.105575000000000, 1
0.107510000000000, 0
0.109475000000000, 1
0.111420000000000, 0
0.113390000000000, 1
0.115330000000000, 0
0.117300000000000, 1
0.119240000000000, 0
0.121210000000000, 1
0.123135000000000, 0
0.125110000000000, 1
0.127055000000000, 0
0.130965000000000, 1
0.132910000000000, 0
0.136830000000000, 1
0.138765000000000, 0
0.142705000000000, 1
0.144625000000000, 0
0.148550000000000, 1
0.150490000000000, 0
0.154405000000000, 1
0.156345000000000, 0
0.158315000000000, 1
0.160255000000000, 0
0.162220000000000, 1
0.164155000000000, 0
0.168080000000000, 1
0.170020000000000, 0
0.171985000000000, 1
0.173930000000000, 0
0.175895000000000, 1
0.177830000000000, 0
0.181760000000000, 1
0.183695000000000, 0
0.187615000000000, 1
0.189555000000000, 0
0.193475000000000, 1
0.195420000000000, 0
0.197385000000000, 1
0.199320000000000, 0
0.203240000000000, 1
0.205175000000000, 0
0.209105000000000, 1
0.211040000000000, 0
0.213005000000000, 1
0.214955000000000, 0
0.218870000000000, 1
0.220805000000000, 0
0.223325000000000, 1
0.225200000000000, 0
0.227165000000000, 1
0.229110000000000, 0
0.231075000000000, 1
0.233010000000000, 0
0.236940000000000, 1
0.238880000000000, 0
0.240840000000000, 1
0.242790000000000, 0
0.246705000000000, 1
0.248640000000000, 0
0.252560000000000, 1
0.254500000000000, 0
0.258430000000000, 1
0.260365000000000, 0
0.264285000000000, 1
0.266225000000000, 0
0.270140000000000, 1
0.272080000000000, 0
0.276000000000000, 1
0.277935000000000, 0
0.279910000000000, 1
0.281845000000000, 0
0.283815000000000, 1
0.285755000000000, 0
0.287725000000000, 1
0.289660000000000, 0
0.291640000000000, 1
0.293570000000000, 0
0.297490000000000, 1
0.299425000000000, 0
0.301390000000000, 1
0.303335000000000, 0
0.305300000000000, 1
0.307240000000000, 0
0.309205000000000, 1
0.311155000000000, 0
0.315070000000000, 1
0.317005000000000, 0
0.318980000000000, 1
0.320920000000000, 0
0.322880000000000, 1
0.324815000000000, 0
0.328745000000000, 1
0.330680000000000, 0
0.332645000000000, 1
0.334590000000000, 0
0.336555000000000, 1
0.338490000000000, 0
0.340465000000000, 1
0.342400000000000, 0
0.344370000000000, 1
0.346305000000000, 0
0.348270000000000, 1
0.350215000000000, 0
0.354135000000000, 1
0.356070000000000, 0
0.360000000000000, 1
0.361940000000000, 0
0.365870000000000, 1
0.367795000000000, 0
0.371715000000000, 1
0.373650000000000, 0
0.377585000000000, 1
0.379515000000000, 0
0.381480000000000, 1
0.383415000000000, 0
0.385390000000000, 1
0.387335000000000, 0
0.391245000000000, 1
0.393190000000000, 0
0.395155000000000, 1
0.397090000000000, 0
0.399060000000000, 1
0.401000000000000, 0
0.404920000000000, 1
0.406855000000000, 0
0.410775000000000, 1
0.412720000000000, 0
0.416640000000000, 1
0.418585000000000, 0
0.420550000000000, 1
0.422485000000000, 0
0.426405000000000, 1
0.428355000000000, 0
0.432270000000000, 1
0.434205000000000, 0
0.436170000000000, 1
0.438115000000000, 0
0.442035000000000, 1
0.443970000000000, 0
0.446460000000000, 1
0.448365000000000, 0
0.450340000000000, 1
0.452275000000000, 0
0.454240000000000, 1
0.456175000000000, 0
0.460105000000000, 1
0.462040000000000, 0
0.464005000000000, 1
0.465950000000000, 0
0.469870000000000, 1
0.471815000000000, 0
0.475730000000000, 1
0.477675000000000, 0
0.481590000000000, 1
0.483530000000000, 0
0.487450000000000, 1
0.489385000000000, 0
0.493305000000000, 1
0.495255000000000, 0
0.499170000000000, 1
0.501105000000000, 0
0.503085000000000, 1
0.505015000000000, 0
0.506980000000000, 1
0.508915000000000, 0
0.510890000000000, 1
0.512825000000000, 0
0.514810000000000, 1
0.516730000000000, 0
0.520655000000000, 1
0.522600000000000, 0
0.524570000000000, 1
0.526505000000000, 0
0.528470000000000, 1
0.530415000000000, 0
0.532375000000000, 1
0.534315000000000, 0
0.538235000000000, 1
0.540170000000000, 0
0.542140000000000, 1
0.544080000000000, 0
0.546050000000000, 1
0.547985000000000, 0
0.551910000000000, 1
0.553850000000000, 0
0.555815000000000, 1
0.557750000000000, 0
0.559725000000000, 1
0.561660000000000, 0
0.563630000000000, 1
0.565565000000000, 0
0.567540000000000, 1
0.569475000000000, 0
0.571440000000000, 1
0.573375000000000, 0
0.577305000000000, 1
0.579240000000000, 0
0.583160000000000, 1
0.585105000000000, 0
0.589035000000000, 1
0.590965000000000, 0
0.594885000000000, 1
0.596820000000000, 0
0.600740000000000, 1
0.602685000000000, 0
0.604650000000000, 1
0.606585000000000, 0
0.608555000000000, 1
0.610495000000000, 0
0.614415000000000, 1
0.616360000000000, 0
0.618320000000000, 1
0.620260000000000, 0
0.622230000000000, 1
0.624175000000000, 0
0.628085000000000, 1
0.630030000000000, 0
0.633950000000000, 1
0.635885000000000, 0
0.639810000000000, 1
0.641745000000000, 0
0.643715000000000, 1
0.645655000000000, 0
0.649575000000000, 1
0.651510000000000, 0
0.655430000000000, 1
0.657375000000000, 0
0.659340000000000, 1
0.661285000000000, 0
0.665205000000000, 1
0.667140000000000, 0
